Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
,,2,61892,0,132332,4,49,-1,6,7,0
机械松鼠体内的逻辑运算中心告诉它，要多多采集坚果和螺栓，以备冬季取用。,|cFFFFD200专业技能：|r工程学,39,2671,4055,656559,9,2,3,6,7,0
冬妮·安萨妮娅计划在她临终时找一只灰猫陪葬，聪明的冒险者此刻又能大展身手了。,|cFFFFD200商人出售：|r冬妮·安萨妮娅|n|cFFFFD200地区：|r艾尔文森林|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,40,7385,10673,656575,7,2,2,6,7,0
冬妮·安萨妮娅邀请这些猫来她的午后茶会，但她没有提供它们最爱的饮品：敌人的眼泪。,|cFFFFD200商人出售：|r冬妮·安萨妮娅|n|cFFFFD200地区：|r艾尔文森林|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,41,7384,10674,656577,7,2,2,6,7,0
老奥特兰克俗语说：‘猫有九命，但却只需要其中之一。’,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r希尔斯布莱德丘陵,42,7383,10675,656574,7,2,0,6,7,0
上一个想要驯服这只猫的家伙很快意识到，地毯上有点污渍，总比整张地毯被撕成碎片来的强。,|cFFFFD200商人出售：|r冬妮·安萨妮娅、史蒂文·里斯班|n|cFFFFD200地区：|r艾尔文森林|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,43,7382,10676,656578,7,2,2,6,7,0
它漂亮的蓝眼睛闻名遐迩，同时也被大鱼人视为美味佳肴。,|cFFFFD200商人出售：|r商人拉沙德|n|cFFFFD200地区：|r虚空风暴|n|cFFFFD200价格：|r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,44,7380,10677,656579,7,2,2,6,7,0
睡懒觉是这只猫的第二大嗜好。第一大嗜好是打哈欠。,|cFFFFD200商人出售：|r冬妮·安萨妮娅|n|cFFFFD200地区：|r艾尔文森林|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,45,7381,10678,656580,7,2,2,6,7,0
‘皇后有三只猫。第一只猫给她抓来了肥硕的老鼠；第二只猫给她弄来了美味的野兔；而最后那只她最爱的白猫，给她送上了仇敌的头颅。’,|cFFFFD200商人出售：|r利尔·迪米|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,46,7386,10679,656581,7,2,2,6,7,0
有人说这只聪明的鸟能学会说话——但它很机灵，知道什么叫沉默是金。,|cFFFFD200商人出售：|r哈瑞·直拳、纳尔克|n|cFFFFD200地区：|r荆棘谷海角|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,47,7390,10680,132921,2,2,2,6,7,0
丛林巨魔训练这些鸟儿模仿呼救声，引诱那些无知的旅行者并将他们引入陷阱。,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r北荆棘谷、荆棘谷海角,49,7391,10682,132921,2,2,0,6,7,0
这种五彩缤纷的小鸟是迪菲亚海盗喜爱的宠物，擅长记忆口令，购物清单和爆竹配方。,|cFFFFD200掉落：|r迪菲亚海盗|n|cFFFFD200地区：|r死亡矿井,50,7387,10683,132925,2,2,0,6,7,0
深受藏宝海湾地精们所喜爱的一个宠物，这只色彩艳丽的小鸟不仅会数钱，还会讨价还价，而且撒谎从不脸红。,|cFFFFD200商人出售：|r纳尔克、哈瑞·直拳|n|cFFFFD200地区：|r荆棘谷海角|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200商人出售：|r商人拉沙德|n|cFFFFD200地区：|r虚空风暴|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,51,7389,10684,132924,2,2,2,6,7,0
在它看来，你吃上去也像鸡肉。,|cFFFFD200商人出售：|r勇敢的强森|n|cFFFFD200地区：|r千针石林|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,52,7394,10685,135996,2,2,2,6,7,0
这只蟑螂通常是冲动消费的产物。购买者总是使劲浑身解数也难以摆脱它。,|cFFFFD200商人出售：|r商人拉沙德|n|cFFFFD200地区：|r虚空风暴|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200商人出售：|r杰雷米亚·派森|n|cFFFFD200地区：|r提瑞斯法林地|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,55,7395,10688,294474,4,2,2,6,7,0
但愿有一天，它能长成像它母亲那样能够攻城拔寨的巨龙。,|cFFFFD200掉落：|r各色雏龙|n|cFFFFD200地区：|r湿地、尘泥沼泽、荒芜之地、燃烧平原,56,7543,10695,134154,1,2,0,6,7,0
和蓝龙军团的其他成员一样，这些古怪的小龙展现出了对奥术魔法的非凡亲和力。,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r冬泉谷,57,7547,10696,134155,1,2,0,6,7,0
这头小龙来自湿地，还在学习捕猎、喷火并不断可爱地发着毁灭性脾气。,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r湿地,58,7544,10697,134158,1,2,0,6,7,0
这种独特的雏龙曾由绿龙伊萨里奥斯孵化并抚育，已经在菲拉斯的丛林中安居了下来。,|cFFFFD200掉落：|r毒性雏龙|n|cFFFFD200地区：|r菲拉斯,59,7545,10698,134157,1,2,0,6,7,0
暗月马戏团的商贩经常卖一些稀奇古怪的东西，林蛙就是其中之一。,|cFFFFD200商人出售：|r弗里克|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,64,7550,10703,237579,8,2,2,6,7,0
它们以强劲的腿脚和敏锐的视力著称于世。,|cFFFFD200商人出售：|r弗里克|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,65,7549,10704,237579,8,2,2,6,7,0
在泰达希尔的德鲁伊中，这种黑色羽毛的猛禽经常被视为是末日来临的先兆。,|cFFFFD200商人出售：|r夏琳奈尔|n|cFFFFD200地区：|r泰达希尔|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,67,7555,10706,132150,2,2,2,6,7,0
暗夜精灵的孩子在他们第一次生日时都会得到一根猫头鹰的羽毛，它象征着好运常伴。,|cFFFFD200商人出售：|r夏琳奈尔|n|cFFFFD200地区：|r泰达希尔|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,68,7553,10707,132150,2,2,2,6,7,0
冬泉谷的熊怪很珍视这些美丽生物的雪白羽毛，并将其用于举行仪式。,|cFFFFD200宠物对战：|r冬泉谷|n|cFFFFD200季节：|r冬季,69,7554,0,132150,2,26,4,6,7,0
一个相当复杂的地道系统保护了土拨鼠免遭邻居的大蹄子踩踏。,|cFFFFD200商人出售：|r哈尔帕、纳莉|n|cFFFFD200地区：|r莫高雷|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,70,14421,10709,2126349,4,2,2,6,7,0
要是你一直追逐雪兔，那你就离摔跟头不远了。,|cFFFFD200商人出售：|r亚尔林·冻石|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,72,7560,10711,132762,4,2,2,6,7,0
肯瑞托法师最钟爱的小伙伴之一。这个爬来爬去的小家伙最让人困惑的是——它究竟算是蛇呢，还是其他什么。,|cFFFFD200商人出售：|r布琳妮|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,74,7561,10713,136040,7,2,2,6,7,0
克萨迪斯大胆地追踪、捕获并驯服那些大蟒蛇，以便它们能在战斗中呼朋唤友。,|cFFFFD200商人出售：|r克萨迪斯|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,75,7565,10714,136040,7,2,2,6,7,0
这些棕色蟒蛇原产于部落控制的地区。它看上去并不显眼，直到猎物走进其攻击范围。,|cFFFFD200商人出售：|r克萨迪斯|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,77,7562,10716,136040,7,2,2,6,7,0
这条赤练蛇深受暗矛巨魔的喜爱，不仅是因为它超强的毒性，还因为它不变的忠诚。,|cFFFFD200商人出售：|r商人拉沙德|n|cFFFFD200地区：|r虚空风暴|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200商人出售：|r克萨迪斯|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,78,7567,10717,136040,7,2,2,6,7,0
别担心，我想这个单位的战斗机制和归返逻辑都已被禁用了。——奥格索普·奥布诺提斯,|cFFFFD200任务：|r你自己的OOX|n|cFFFFD200地区：|r藏宝海湾|n,83,8376,12243,656513,9,18,1,6,7,0
别管这只鸟叫小鸡，除非你想让自己的脸被鸡蛋砸开花。,|cFFFFD200任务：|r咕咕嘎！|n|cFFFFD200地区：|r西部荒野,84,30379,13548,135996,2,18,1,6,7,0
也许易爆，绝对可爱。远离明火。,|cFFFFD200专业技能：|r工程学,85,9656,15048,133712,9,2,3,6,7,0
这个微小的维和安全机器人通常装备有最新式的施法者克星和群体打击者。不适用于环保人士。,|cFFFFD200专业技能：|r工程学,86,9657,15049,294476,9,2,3,35,7,0
这些可爱的小家伙在经过一天的野蛮、血腥的战斗后，最喜欢和它们的主人依偎在一起。,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r菲拉斯,87,9662,15067,657499,1,2,0,6,7,0
座狼是兽人们喜爱的伙伴，并在战场上极其忠诚。,|cFFFFD200掉落：|r军需官兹格雷斯|n|cFFFFD200地区：|r黑石塔下层,89,10259,15999,132599,7,2050,0,6,7,0
虽然出生在温暖的黑石塔高层，但烟网小蜘蛛能够适应绝大部分环境。,|cFFFFD200掉落：|r烟网蛛后|n|cFFFFD200地区：|r黑石塔下层,90,10598,16450,132598,7,2,0,6,7,0
这只迷你熊猫幼崽尽管天生嗜睡，却广受艾泽拉斯冒险者的追捧。,|cFFFFD200特殊：|r《魔兽世界》典藏版,92,11325,17707,132494,7,82,7,6,7,0
天穹将要震颤，凡人注定悲泣，而末日将会——等等，你怎么这么高？,|cFFFFD200特殊：|r《魔兽世界》典藏版,93,11326,17708,132787,5,82,7,6,7,0
异虫大军的成员，体型微小却凶猛善战，千万不要低估了跳虫的实力。如果成批来袭，是非常危险的。,|cFFFFD200特殊：|r《魔兽世界》典藏版,94,11327,17709,136217,4,131154,7,6,7,0
天赋异禀的工程师们制造出了林蛙的精密复制体——成本仅相当于真品价格的十倍。,|cFFFFD200专业技能：|r工程学,95,12419,19772,237579,9,2,3,6,7,0
许多人认为传说中的醉蛙已经灭绝了，直到暗月马戏团的怪味酒把它们都吸引了出来。,|cFFFFD200世界事件：|r暗月马戏团,106,14878,23811,237579,8,18,6,6,7,0
这只可爱又隐居避世的鱼人，其外表一定能吸引大批围观者。,|cFFFFD200特殊：|r2005年暴雪嘉年华,107,15186,24696,656556,0,16466,7,6,7,0
乐奇那可爱迷人的气质和活泼搞怪的动作，必然能舒缓沮丧，令最晦暗的心情焕发光亮。,|cFFFFD200特殊：|r“燃烧的远征”典藏版（仅限欧洲）|n,111,15358,24988,656558,0,16466,7,6,7,0
警告：请在接触恶心的软泥怪时佩戴手套和护目镜。请勿水洗。可污染大部分护甲。,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200怪物：|r软泥怪和蠕虫类,114,15429,25162,132107,5,131074,0,6,7,0
出生后，新生的小鲨鱼会立即逃离它们饥饿的母亲。过早的独立使它们更加危险，即便是小鲨鱼,|cFFFFD200专业技能：|r钓鱼|n|cFFFFD200商人出售：|r纳特·帕格|n|cFFFFD200地区：|r要塞，渔夫小屋|n|cFFFFD200价格：|r50|Tinterface\icons\inv_misc_coin_19.blp:0|t,115,86445,172695,294472,8,2,3,6,7,0
在这个聪明小玩意的内部装有秘密开关，可禁用‘安静’模式。所幸就连制作它的工程师都不知道这个开关在哪儿。,|cFFFFD200专业技能：|r工程学,116,15699,26010,132189,9,2,3,36,7,0
他很爱和你跳舞，和你摇摆，和你嬉戏！他会在冬幕节之后融化。别担心，他还会再回来的！,|cFFFFD200世界事件：|r冬幕节|n,117,15710,26045,655957,6,2,6,6,7,0
等不及要打开包装精美的节日礼盒了。,|cFFFFD200世界事件：|r冬幕节,118,15706,26529,133706,4,2,6,6,7,0
这些小家伙不知疲倦地在为冬幕节做精心准备，并且在接下来的日子中如果能不被打扰，他们就很感激了。,|cFFFFD200世界事件：|r冬幕节,119,15698,26533,133204,0,131074,6,39,7,0
在宏大的冬幕节庆典期间，这些忠实的小伙伴将快乐传播至整个大陆。在接下来的日子里，她们可有的忙了。,|cFFFFD200世界事件：|r冬幕节,120,15705,26541,133202,0,131074,6,39,7,0
咕唧生来就是个表演者，尽管她很少抛头露面，只在极为难得的场合才会公开亮相。,|cFFFFD200特殊：|r欧洲Fansite活动|n,121,16069,27241,656557,0,16466,7,6,7,0
爱情的力量也会成为危险的东西，特别是当一个轻浮且脾气暴躁的地精坠入爱河时。,|cFFFFD200世界事件：|r情人节|n|cFFFFD200商人出售：|r可爱的商贩|n|cFFFFD200价格：|r40|TINTERFACE\ICONS\INV_ValentinesCard01:0|t|n,122,16085,27570,132382,0,2,6,6,7,0
这只小家伙和它的同类有着许多相似之处，但其吟唱能力却自成一格。,|cFFFFD200特殊：|riCoke,124,16456,28505,132498,7,16466,7,6,7,0
稳扎稳打才能赢得这场比赛。,|cFFFFD200世界事件：|r儿童周,125,16547,28738,656341,8,2,6,6,7,0
许多人相信‘扭扭’这名字取自于这头猪走路时屁股扭扭的样子，直到他们看到自己的时候才明白其中的真正含义。,|cFFFFD200世界事件：|r儿童周,126,16548,28739,132514,4,2,6,6,7,0
古灵精怪的吱吱能通过装死躲避捕食者和收藏家。,|cFFFFD200世界事件：|r儿童周,127,16549,28740,294480,4,2,6,6,7,0
这一小块夏季元素散发着温暖夏夜和雷雨的气息。如果你凑近仔细看，或许能看清它的五官。,|cFFFFD200世界事件：|r仲夏火焰节|n|cFFFFD200商人出售：|r仲夏商人|n|cFFFFD200价格：|r350|TINTERFACE\ICONS\INV_SummerFest_FireFlower:0|t,128,16701,28871,134813,6,2,6,6,7,0
在鹰身人入侵菲拉斯之后，几个角鹰兽筑巢地遭到了攻击。数百只角鹰幼兽变成了孤儿，萨尔多岛上的德鲁伊们肩负起了抚养它们的责任。,|cFFFFD200集换式卡牌：|r艾泽拉斯英雄传,130,17255,30156,132833,2,2,8,6,7,0
作为外域虚空幼龙的后代，这只幼龙仍在努力成长为空中猎手、保护者或是令人敬畏的恐怖力量。,|cFFFFD200特殊：|r“燃烧的远征”典藏版,131,18381,32298,134539,1,82,7,6,7,0
只有神奇的愿望才能造就魔法龙虾。如果你想要钓到这种鱼，就得心怀愿望才行。,|cFFFFD200钓鱼：|r钓鱼（430）|n|cFFFFD200地区：|r泰罗卡森林（渔点）,132,18839,33050,133900,8,2,3,6,7,0
自从了解到它们能以奥术能量为食后，虚灵拉沙德就开始喂养这些魔法生物了。,|cFFFFD200商人出售：|r商人拉沙德|n|cFFFFD200地区：|r虚空风暴|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,136,20408,35156,136006,5,2,2,6,7,0
这只兔子的对手一定是头一次见到这么可爱的小东西。也是最后一次。,|cFFFFD200商人出售：|r商人拉沙德|n|cFFFFD200地区：|r虚空风暴|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,137,20472,35239,132762,4,2,2,6,7,0
秘蓝岛的濒危物种，谣传这种散发着魔力的昆虫拥有治疗能力。,|cFFFFD200商人出售：|r希克斯|n|cFFFFD200地区：|r埃索达|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,138,21010,35907,236193,2,2,2,6,7,0
一种受到了原始魔法能量影响的产物。该昆虫原是艾泽拉斯的蛾类生物，引进至虚空风暴的生态圆顶后，其颜色变得异常艳丽。,|cFFFFD200商人出售：|r商人拉沙德|n|cFFFFD200地区：|r虚空风暴|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,139,21009,35909,236193,2,2,2,6,7,0
它喜欢在暴风骤雨中飞行，这在秘蓝岛上是平常事。,|cFFFFD200商人出售：|r希克斯|n|cFFFFD200地区：|r埃索达|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,140,21008,35910,236193,2,2,2,6,7,0
它喜欢在多雾的夜间翱翔，这在秘蓝岛上是平常事。,|cFFFFD200商人出售：|r希克斯|n|cFFFFD200地区：|r埃索达|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,141,21018,35911,236193,2,2,2,6,7,0
曾一度被银月城的龙鹰饲养员视为珍宝。由于夜间在捕食者眼中非常显眼，使得它在幼年时期就练出了极高的警惕性。,|cFFFFD200商人出售：|r基尔兰妮|n|cFFFFD200地区：|r永歌森林（燃烧的远征）|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,142,21055,36027,132188,1,2,2,6,7,0
普通敌人只配有银色龙鹰，只有那些精英才配有金色龙鹰。,|cFFFFD200商人出售：|r基尔兰妮|n|cFFFFD200地区：|r永歌森林（燃烧的远征）|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,143,21064,36028,132188,1,2,2,6,7,0
凶猛的龙鹰种类。经常能看到它从高空俯冲下来，进行掠食。,|cFFFFD200商人出售：|r基尔兰妮|n|cFFFFD200地区：|r永歌森林（燃烧的远征）|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,144,21063,36029,132188,1,2,2,6,7,0
尽管鲜有人饲养，但商人们还是很愿意在虚空风暴进行交易。,|cFFFFD200商人出售：|r商人拉沙德|n|cFFFFD200地区：|r虚空风暴|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,145,21056,36031,132188,1,2,2,6,7,0
这种荧光昆虫通常被航行于赞加沼泽航道上的孢子人当成光源来使用，并帮助他们躲避危险的水光针刺者。,|cFFFFD200掉落：|r水光针刺者|n|cFFFFD200地区：|r赞加沼泽,146,21076,36034,236196,2,2,0,6,7,0
天空之翼变回真实鸦人形态时所释放的魔法能量，解救了这只可怜的小动物——卢埃加囚禁了这只雏鸟，以强化他的禽鸟诅咒。,|cFFFFD200任务：|r天空之翼|n|cFFFFD200地区：|r泰罗卡森林|n|n,149,22445,39181,132598,2,18,1,6,7,0
许多在美酒节上喝的酩酊大醉的人都谈论过这个神秘生物，但极少数人在第二天早晨醒来还记得住。,|cFFFFD200世界事件：|r美酒节,153,22943,39709,132800,4,2,6,6,7,0
金猪在发怒或进食时都会尖叫。不论是上述哪种情形，最好都别去打搅他。,|cFFFFD200特殊：|r2007年暴雪全球邀请赛|n,155,23198,40405,133858,4,16466,7,6,7,0
虽然万般不愿意与蕉蕉分离，兰德鲁还是意识到，等到他爸爸穆克拉发现他失踪时，这只宠物还是远离藏宝海湾的好。,|cFFFFD200集换式卡牌：|r穿越黑暗之门,156,23234,40549,133980,7,2,8,6,7,0
他虽然有点坏坏的，但极度嗜睡。让他远离小动物！,|cFFFFD200世界事件：|r儿童周,157,23231,40613,294482,5,131074,6,6,7,0
辛多雷使用陆行鸟作为坐骑，但这个小家伙因为被诊断出患有多重焦虑症而被视为不符合要求的坐骑。,|cFFFFD200世界事件：|r儿童周,158,23258,40614,294475,4,2,6,6,7,0
德莱尼人以驯服的雷象为坐骑，在野外它们通常因为珍贵的象牙而被猎杀。,|cFFFFD200世界事件：|r儿童周,159,23266,40634,656598,4,2,6,6,7,0
臭臭靠自己的臭味来吓退捕食者，并攻击猫咪。不过对于前者的成功率要远高于后者。,|cFFFFD200成就：|r理智购物，理智购……宠物|n|cFFFFD200分类：|r宠物对战,160,23274,40990,132599,4,82,5,6,7,0
这个淘气的南瓜想要破土而出，把你吓得屁滚尿流。向南瓜歌致敬！,|cFFFFD200世界事件：|r万圣节,162,23909,42609,134015,6,2,6,6,7,0
鳄鱼的皮和肉是猎人眼中的珍宝，但这种猛兽凶残无比，且很少能被成功偷袭。,|cFFFFD200专业技能：|r钓鱼|n|cFFFFD200地区：|r沙塔斯城,163,24388,43697,656555,8,2,3,6,7,0
毒皮和其它鳄鱼一样，除了具有超常的幽默感。,|cFFFFD200专业技能：|r钓鱼|n|cFFFFD200地区：|r沙塔斯城,164,24389,43698,656553,8,2,3,6,7,0
阿曼尼巫医将许多牺牲者变成了青蛙。其中的某些人再也没能恢复过来。,|cFFFFD200掉落：|r森林蛙|n|cFFFFD200地区：|r祖阿曼（地下城）,165,24480,43918,237579,8,131074,0,6,7,0
粉色雷象是一种害羞的生物，它只会出现在曾经帮助过它的，或是已醉得不省人事的人身边。,|cFFFFD200世界事件：|r美酒节|n|cFFFFD200商人出售：|r贝尔比·奎克斯维奇|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t|n|n|cFFFFD200商人出售：|r布利克斯·菲克维特|n|cFFFFD200地区：|r杜隆塔尔|n|cFFFFD200价格：|r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t,166,24753,44369,656600,4,2,6,6,7,0
野生的孢子蝠是一种险恶的生物，但如果在它们小时候加以驯化，它们就能成为忠心的小伙伴。,|cFFFFD200商人出售：|r麦卡|n|cFFFFD200地区：|r赞加沼泽|n|cFFFFD200声望：|r孢子村-崇拜|n|cFFFFD200价格：|r30|TINTERFACE\ICONS\INV_Mushroom_02:0|t,167,25062,45082,132197,2,2,2,6,7,0
当燃烧军团入侵外域时，兰德鲁·郎绍特捐献出了这个设计用于对抗强敌。联盟和部落都接连开始了生产。,|cFFFFD200集换式卡牌：|r燃烧军团的进攻,168,25109,45125,133883,9,2,8,6,7,0
比真龙要安静得多。,|cFFFFD200集换式卡牌：|r燃烧军团的进攻,169,25110,45127,133838,2,2050,8,33,7,0
这只金猪以赠与同伴好运的方式，为其祖先增光添彩。,|cFFFFD200特殊：|r战友招募/猪年春节庆祝|n,170,25146,45174,133784,4,82,7,6,7,0
德鲁伊认为，银猪与金猪有着特殊的联结，因为这两种生物在艾泽拉斯出现的时间不谋而合。,|cFFFFD200特殊：|r战友招募/春节,171,25147,45175,133786,4,82,7,6,7,0
年长的萨满曾警告说，拉格纳罗斯的爪牙，火焰领主的忠实奴仆，已经赶往熔火前线了。我们得提高警惕。,|cFFFFD200商人出售：|r赞沃卡|n|cFFFFD200地区：|r熔火前线|n|cFFFFD200价格: |r30|TINTERFACE\ICONS\INV_MISC_MARKOFTHEWORLDTREE.BLP:0|t,172,25706,45890,294481,6,131074,2,6,7,0
鳄鱼是在沿海水域活动的六脚两栖掠食者。考古学家认为，它们也许是从安戈洛环形山的双帆龙演变而来。,|cFFFFD200专业技能：|r钓鱼|n|cFFFFD200地区：|r沙塔斯城,173,26050,46425,656554,8,2,3,6,7,0
在对鳄鱼这个物种研究了数年之后，著名钓鱼专家纳特·帕格得出了结论，鳄鱼宝宝大多无害。,|cFFFFD200专业技能：|r钓鱼|n|cFFFFD200地区：|r沙塔斯城,174,26056,46426,656552,8,2,3,6,7,0
凤凰之神奥的子嗣之一，这头雏鸟一出生即能飞行。,|cFFFFD200掉落：|r凯尔萨斯·逐日者|n|cFFFFD200地区：|r魔导师平台,175,26119,46599,134373,6,2,0,6,7,0
这些奇妙的小家伙，是奖励给得胜归来的英雄的，代表着勇猛与力量。,|cFFFFD200特殊：|r战场活动|n|cFFFFD200商栈|r,179,27217,48406,133278,1,16402,11,6,7,0
只有那些通过伟绩证明自己勇猛过人的英雄们，才能拥有这种神秘的蛇形生物。,|cFFFFD200特殊：|r中国竞技场活动,180,27346,48408,133443,1,16402,7,6,7,0
神秘的灵魂商人会选择跟那些能从难驯宿主体内释放精魄的人同行。,|cFFFFD200集换式卡牌：|r追捕伊利丹,183,27914,49964,136039,5,131074,8,38,7,0
原产自泰罗卡森林，虚空鳐只在雨季产卵。虽然一次可孵化出数百个幼崽，但只有少数能活到成年。,|cFFFFD200商人出售：|r格蕾拉|n|cFFFFD200地区：|r泰罗卡森林|n|cFFFFD200声望：|r沙塔斯天空卫队-崇拜|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,186,28470,51716,132191,2,2,2,6,7,0
吸血蝙蝠已经被幽暗城的被遗忘者和祖阿曼的阿曼尼巨魔训练成了斥候和坐骑。,|cFFFFD200掉落：|r特里斯·黯血王子|n|cFFFFD200地区：|r卡拉赞,187,28513,51851,132182,3,16402,0,6,7,0
巫妖王用死亡之力将霜牙从亡者之界召回时的偶然产物。,|cFFFFD200特殊：|r“巫妖王之怒”典藏版,188,28883,52615,237441,3,82,7,6,7,0
‘我就是正义！’,|cFFFFD200特殊：|r2008年暴雪全球邀请赛,189,29089,53082,135277,0,16466,7,6,7,0
当它感应到附近有生物濒临死亡时，它的颅骨会发出一种刺耳的咯咯声。,|cFFFFD200商人出售：|r达拉希尔|n|cFFFFD200地区：|r晶歌森林|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,190,29147,53316,133730,3,2,2,37,7,0
这个机器人战士是冬幕节上最受欢迎的礼物。虽然没附带电池，但火箭弹肯定是有的！,|cFFFFD200世界事件：|r冬幕节,191,24968,54187,133000,9,131074,6,6,7,0
