Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
制造这些魔法气球是为了在暗月马戏团开张时哄小孩开心，这些气球永远不会失去浮性。,|cFFFFD200任务：|r吹跑了|n|cFFFFD200地区：|r暴风城,331,54539,101986,647628,2,131730,1,6,7,0
真是个魔法奇迹——这些气球永远不会漏气，并且依照惯例，每批都制造九十九个。,|cFFFFD200任务：|r吹跑了|n|cFFFFD200地区：|r奥格瑞玛|n,332,54541,101989,647626,2,131474,1,6,7,0
劣魔体现着大自然狂野的一面。温驯的十分罕见。,|cFFFFD200集换式卡牌：|r苍穹之冠,333,54730,102317,136218,0,2,8,6,7,0
这个带壳的爬行动物以毫不动摇的乐天性情，捍卫着它背上的家。,|cFFFFD200商人出售：|r兰拉|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t,335,54487,103074,1738682,8,2,2,6,7,0
它只是在飘来飘去……,|cFFFFD200商人出售：|r兰拉|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t |n,336,55187,103076,647625,2,144,2,6,7,0
从冬天爷爷那里溜出来的小家伙，这个小元素发现自己困在了被讨厌的格林奇偷走的礼物中。,|cFFFFD200世界事件：|r冬幕节,337,55215,103125,134579,6,2,6,6,7,0
艾泽拉斯的小朋友最喜欢的宠物之一，这个坚韧的小家伙甚至能对抗最最残暴的敌人。,|cFFFFD200商人出售：|r兰拉|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t,338,55356,103544,133015,9,131074,2,6,7,0
跟前辈相比，它没有地雷，没有火箭弹，但这种深受孩子们喜欢的小东西在艾泽拉斯广为流传。,|cFFFFD200商人出售：|r兰拉|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t,339,55367,103549,134509,9,131074,2,35,7,0
尽管体型微小，人们的视线却一定能捕捉到这只翻涛破浪的小海马。,|cFFFFD200专业技能：|r钓鱼|n|cFFFFD200地区：|r暗月岛,340,55386,103588,433440,8,2,3,6,7,0
这些魔法灯笼通常可以在春节上获得，它们是用来纪念艾泽拉斯的各族人民击败燃烧军团的英勇事迹。,|cFFFFD200世界事件：|r春节|n|cFFFFD200商人出售：|r瓦拉达尔·星歌|n|cFFFFD200地区：|r月光林地|n|cFFFFD200价格：|r50|TINTERFACE\ICONS\INV_Misc_ElvenCoins:0|t,341,55571,104047,134971,5,2,6,6,7,0
灯笼里透出的光都代表着对先祖之魂的敬意。每逢春节期间，这些幽灵般的长老们便会将他们的智慧传承给下一代。,|cFFFFD200世界事件：|r春节|n|cFFFFD200商人出售：|r瓦拉达尔·星歌|n|cFFFFD200地区：|r月光林地|n|cFFFFD200价格：|r50|TINTERFACE\ICONS\INV_Misc_ElvenCoins:0|t,342,55574,104049,134971,5,2,6,6,7,0
这只可爱的猫咪喜欢嬉闹，但有时候它追逐的东西并不真实存在。,|cFFFFD200商人出售：|r兰拉|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t |n,343,56031,105122,132242,7,2,2,6,7,0
,|cFFFFD200商人出售：|r卡尔·古达普|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,344,56082,105228,133642,2,160,2,6,7,0
,|cFFFFD200商人出售：|r卡尔·古达普|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,345,56083,105229,133639,2,160,2,6,7,0
魔卒萨满因亡故祖先魂灵的庇佑而变得强大。这些邪恶的灵魂就在萨满的部族长矛里。控制了长矛，就等于控制了萨满。,|cFFFFD200特殊：|r《暗黑破坏神3》典藏版,346,56266,105633,135128,3,82,7,36,7,0
守护巨龙之魂据说有着多变的情绪，时而隐忍沉着，时而怪异莫测，时而多情忧郁。,|cFFFFD200游戏商城|r,347,58163,110029,574806,1,82,9,6,7,0
时刻监视。时刻裁断。,|cFFFFD200集换式卡牌：|r时空行者：上古之战|n,348,59020,112994,136155,3,2,8,6,7,0
,,354,59216,0,577318,5,32,-1,6,7,0
作为黑绵羊的后代，黑羔羊只生活在艾尔文森林里。,|cFFFFD200宠物对战：|r艾尔文森林,374,60649,0,136071,4,26,4,6,7,0
,,375,62626,0,252780,3,56,-1,6,7,0
当你拥有两只兔子时，你恐怕很快就会得到第三只了。,|cFFFFD200宠物对战：|r艾萨拉、刀锋山、晶歌森林、黑海岸、丹莫罗、暮色森林、艾尔文森林、永歌森林（燃烧的远征）、菲拉斯、至高岭、希尔斯布莱德丘陵、嚎风峡湾、月光林地、海加尔山、莫高雷、纳格兰、赤脊山、银月城（燃烧的远征）、银松森林、石爪山脉、暴风城、提瑞斯法林地、西瘟疫之地、西部荒野、湿地,378,61080,0,254857,4,26,4,6,7,0
大部分人都分不清松鼠和花栗鼠。他们也不在乎。,|cFFFFD200宠物对战：|r埃门谷、灰谷、艾萨拉、刀锋山、晶歌森林、黑海岸、丹莫罗、暮色森林、尘泥沼泽、艾尔文森林、菲拉斯、吉尔尼斯、至高岭、希尔斯布莱德丘陵、嚎风峡湾、洛克莫丹、魔导师平台（燃烧的远征）、月光林地、海加尔山、纳格兰、吉尔尼斯废墟、索拉查盆地、银松森林、阿兰卡峰林、暴风城、泰达希尔、泰罗卡森林、托尔巴拉德半岛、暮光高地、瓦尔莎拉、永恒之井、西瘟疫之地、西部荒野、湿地、祖阿曼（地下城）,379,61081,0,134322,4,26,4,6,7,0
很难说清楚这家伙究竟是牙齿还是尾巴更危险。,|cFFFFD200宠物对战：|r翡翠林,380,62992,0,645526,7,26,4,6,7,0
别被这名字骗了，你绝对、永远也不该去抚摸它。,|cFFFFD200掉落：|r宠物补给袋|n,381,61086,118414,644001,4,2,0,6,7,0
这种特殊的精灵龙在艾泽拉斯非常少见。,|cFFFFD200掉落：|r色彩怪异的蛋|n,382,61087,231215,1675028,1,2,0,6,7,0
看起来像是视觉特效，但水黾确实能够在水上行走，它纤细的腿脚几乎不会踩破水面。,|cFFFFD200宠物对战：|r锦绣谷,383,61088,0,643423,8,26,4,6,7,0
厚实的皮毛可以让水獭在任何环境下生存，但它特别喜欢寒冷的水域，因为那里有大量美味的鲍鱼。,,384,61089,118419,645906,8,32,-1,6,7,0
看来，即使是面临囚禁、受伤甚至死亡威胁时，老鼠依然抵抗不了奶酪的诱惑。,|cFFFFD200宠物对战：|r暮色森林、尘泥沼泽、灰熊丘陵、莫高雷、虚空风暴、西部荒野、湿地,385,61143,0,647701,4,26,4,6,7,0
与那些住在树上的近亲不同，这些旱地松鼠喜欢在艾泽拉斯及其他大陆的平原上做窝。,|cFFFFD200宠物对战：|r阿拉希高地、莫高雷、纳格兰、北贫瘠之地、南贫瘠之地、雷霆崖、西部荒野,386,61141,0,656176,4,24,4,6,7,0
由于近期发生的事故，地精财团已禁止任何人将蛇带上飞艇了。,|cFFFFD200宠物对战：|r尘泥沼泽、永歌森林（燃烧的远征）、菲拉斯、幽魂之地、嚎风峡湾、洛克莫丹、纳格兰、北荆棘谷、索拉查盆地、银松森林、泰罗卡森林、西部荒野、赞加沼泽、祖达克,387,61142,0,132211,7,26,4,6,7,0
这种节肢动物遍布艾泽拉斯的海滩，并努力满足着它们唯一的愿望：夹人。,|cFFFFD200宠物对战：|r艾萨拉、北风苔原、嚎风峡湾、卡桑琅丛林、纳格兰（德拉诺）、暮光高地、西部荒野、觉醒海岸、碧蓝林海,388,61158,0,2027878,8,26,4,6,7,0
这些小收割者会收集那些大收割者漏掉的杂草和细小谷物。,|cFFFFD200宠物对战：|r西部荒野,389,61160,0,134065,9,26,4,6,7,0
当对着这些棕色的大眼睛时，有些猎人会感到难以扣下扳机。所以他们会从远处射击。,,390,61750,0,132368,4,160,-1,6,7,0
高山短尾兔可以用令人难以置信的速度跳上陡峭的山壁。,|cFFFFD200宠物对战：|r至高岭、赤脊山,391,61167,0,254857,4,26,4,6,7,0
赤脊山的老鼠个个都在村里的食品库里吃得脑满肠肥。,|cFFFFD200宠物对战：|r赤脊山,392,61168,0,134324,4,26,4,6,7,0
早在我们出现之前，它们已经在此繁衍。即使我们灭亡，它们的传承仍将继续。,|cFFFFD200宠物对战：|r燃烧平原、东瘟疫之地、戈尔隆德、冰冠冰川、钢铁码头、辛特兰、暮光高地、安戈洛环形山、湿地,393,61384,0,294474,4,26,4,6,7,0
“小牧羊女的羊群走丢了，也不知该去哪找它们。别管它们，它们会回……我的天呐，它们就在屋子里！”,,394,61170,0,136071,4,58,-1,6,7,0
人们在赤脊山活动时一定得带上头盔，因为秃鹫总把人形生物的头发看做极佳的筑巢材料。,|cFFFFD200宠物对战：|r赤脊山,395,61171,0,132200,2,26,4,6,7,0
作为暮色森林的原住民，这些八条腿的小家伙常被当成炼金药水的原料。,|cFFFFD200宠物对战：|r暮色森林,396,61253,0,132196,7,26,4,6,7,0
由于显然易见的原因，臭鼬是一种独居生物。,|cFFFFD200宠物对战：|r埃门谷、艾萨拉、秘血岛、暮色森林、吉尔尼斯、嚎风峡湾、纳格兰（德拉诺）、泰罗卡森林|n,397,61255,0,463569,4,26,4,6,7,0
尽管大部分人都认为黑猫是不吉利的，可黑老鼠的风评却好得多。,|cFFFFD200宠物对战：|r荒芜之地、暮色森林、尘泥沼泽、东瘟疫之地、千针石林、暮光高地、西瘟疫之地、湿地|n,398,61257,0,134324,4,26,4,6,7,0
许多年以前，人类将这些爬行动物带到了暮色森林，来削减当地的老鼠数量。,|cFFFFD200宠物对战：|r暮色森林,399,61258,0,132211,7,26,4,6,7,0
一旦寡妇幼蛛开始承担讨厌的家庭责任后，就会有大把的时间来探索暮色森林了。,|cFFFFD200宠物对战：|r暮色森林|n|cFFFFD200时间：|r夜晚,400,61259,0,132196,7,26,4,6,7,0
退去的潮水暴露了海湾蟹的栖息地以及他们躲在沙滩吞吃小生物时咔嚓起舞的响声。,|cFFFFD200宠物对战：|r黑海岸、龙骨荒野、丹莫罗、吉尔尼斯、科赞、北荆棘谷、阿兰卡峰林、悲伤沼泽、荆棘谷海角、失落群岛,401,61312,0,2027868,8,26,4,6,7,0
更喜欢居住在潮湿、泥泞的地区，以哀伤苔的花蜜为食。,|cFFFFD200宠物对战：|r悲伤沼泽,402,61370,0,236193,2,26,4,6,7,0
鹦鹉能够学舌，但很难进行有意义的对话。,|cFFFFD200宠物对战：|r北荆棘谷、悲伤沼泽、荆棘谷海角、安戈洛环形山,403,61313,0,136036,2,26,4,6,7,0
尽管大部分人都将其当做童谣的胡言乱语，但长尾地道鼠是切实存在的。,|cFFFFD200宠物对战：|r丹莫罗、北荆棘谷、荆棘谷海角、安戈洛环形山,404,61317,0,134324,4,26,4,6,7,0
荆棘谷的古拉巴什巨魔经常捕捉这种强大的野兽作为宠物……或者充作肉食。,|cFFFFD200宠物对战：|r北荆棘谷、塔纳安丛林、荆棘谷海角、安戈洛环形山,405,61318,0,132211,7,26,4,6,7,0
一种生命力旺盛的昆虫，能够适应各种气候。这种甲虫以能够在大战方酣的战场上繁衍生息而著称。,|cFFFFD200宠物对战：|r荒芜之地、东瘟疫之地、费伍德森林、北荆棘谷、希利苏斯、荆棘谷海角、安戈洛环形山、觉醒海岸、碧蓝林海、索德拉苏斯,406,61319,0,237144,4,26,4,6,7,0
这种邪恶的生物在荆棘谷的密林里编织着精巧的网。,|cFFFFD200宠物对战：|r至高岭、北荆棘谷、影月谷、荆棘谷海角,407,61320,0,132196,7,26,4,6,7,0
如果一条雌蜥蜴不在隐蔽的地方产卵，那她的卵就很有可能会被鞭尾迅猛龙吃掉。,|cFFFFD200宠物对战：|r北荆棘谷、荆棘谷海角,408,61321,0,463491,7,26,4,33,7,0
鹦鹉最喜欢血顶巨魔们吃的新鲜小鱼。它们对干面包片并不那么感兴趣。,|cFFFFD200宠物对战：|r北荆棘谷,409,61322,0,136036,2,26,4,6,7,0
就像码头上乱七八糟的水手一样，码头老鼠也是一种凶猛暴力的生物。,|cFFFFD200宠物对战：|r钢铁码头、荆棘谷海角、托尔巴拉德半岛,410,61323,0,134324,4,26,4,6,7,0
小猩猩很快就会学会用脚在树枝上荡来荡去，并用解放出来的双手向入侵者砸东西。,|cFFFFD200宠物对战：|r荆棘谷海角|n|cFFFFD200天气：|r雨天,411,61324,0,651242,7,26,4,6,7,0
蜘蛛家族中最常见的品种，艾泽拉斯的各个角落里几乎都有这些小家伙结出的网。,|cFFFFD200宠物对战：|r安卡赫特：古代王国、艾卓-尼鲁布、艾萨拉、黑暗神殿、诅咒之地、达克萨隆要塞、丹莫罗、尘泥沼泽、东瘟疫之地、艾尔文森林、幽魂之地、吉尔尼斯、吉尔尼斯城、映像大厅、希尔斯布莱德丘陵、嚎风峡湾、冰冠堡垒、卡拉赞、纳克萨玛斯、奥格瑞玛、萨隆矿坑、吉尔尼斯废墟、影月谷（德拉诺）、石爪山脉、悲伤沼泽、泰达希尔、净化斯坦索姆、灵魂洪炉、辛特兰、风暴峭壁、紫罗兰监狱、提瑞斯法林地、乌特加德城堡、乌特加德之巅、冬泉谷、祖阿曼（地下城）、祖达克,412,61327,0,132196,7,26,4,6,7,0
其毒液足以杀死重量相当于其本身体重100倍的生物。,|cFFFFD200宠物对战：|r刀锋山、诅咒之地、燃烧平原、东瘟疫之地、地狱火半岛、奥格瑞玛、影月谷、希利苏斯、千针石林、暮光高地,414,61326,0,132195,7,24,4,6,7,0
火甲虫以灰烬为食，喜欢高温和浓烟的味道。,|cFFFFD200宠物对战：|r诅咒之地、燃烧平原、海加尔山、灼热峡谷、安戈洛环形山、觉醒海岸,415,61328,0,237144,4,26,4,6,7,0
尽管有着强有力的钳子和滴着毒液的尾巴，可这种小蝎子的噬咬才是最危险的。,|cFFFFD200宠物对战：|r诅咒之地,416,61329,0,132195,7,26,4,6,7,0
