ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
524,,你與琪瑞安的連結強化了，移動速度提高1%。,提高移動速度,1,50,0,0,1,0,354252,0,0,0,0,0,0,64145,0
525,統御之鏈：前往何方,解鎖統御之鏈戰役的最後章節。,解鎖新的戰役任務,1,58,1500884,1,0,0,0,0,0,0,0,0,0,64508,0
526,奧睿博司世界任務靈魄獎勵,從每週地城任務與奧睿博司PvP任務獎勵中所獲得的靈魄數量提高。,每週地城與PvP任務靈魄獎勵提高,1,73,3528287,0,1,0,0,0,0,0,0,0,0,64082,91042
527,,與闊洛斯交談以招募這名冒險者。,可以招募新的冒險者,1,62,0,0,1,0,0,0,0,0,0,1342,0,64508,0
528,靈魂之絆升級：米卡尼寇斯,解鎖米卡尼寇斯第十二排的靈魂之絆特長。,解鎖米卡尼寇斯的靈魂之絆特長,1,57,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
529,,與闊洛斯交談以招募這名冒險者。,可以招募新的冒險者,1,71,0,0,1,0,0,0,0,0,0,1343,0,0,0
530,靈魂之絆升級：克蕾雅,克蕾雅的第4排靈印受到強化。,解鎖克蕾雅的靈魂之絆特長,1,70,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
531,靈魂之絆升級：米卡尼寇斯,米卡尼寇斯的第3排靈印受到強化。,解鎖米卡尼寇斯的靈魂之絆特長,1,69,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
532,靈魂之絆升級：佩拉苟斯,佩拉苟斯的第3排靈印受到強化。,解鎖佩拉苟斯的靈魂之絆特長,1,68,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
533,靈魂之絆升級：克蕾雅,克蕾雅的第3排靈印受到強化。,解鎖克蕾雅的靈魂之絆特長,1,67,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
534,,你會獲得記憶幽光，可以用來賦予一位冒險者大量經驗值。,獲得記憶幽光,1,67,0,0,1,186472,0,0,0,0,0,0,0,64444,0
535,靈魂之絆升級：佩拉苟斯,佩拉苟斯的第2排靈印受到強化。,解鎖佩拉苟斯的靈魂之絆特長,1,66,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
536,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,1,61,236668,0,1,0,0,0,0,0,0,0,0,64068,91050
537,靈魂之絆升級：米卡尼寇斯,米卡尼寇斯的第2排靈印受到強化。,解鎖米卡尼寇斯的靈魂之絆特長,1,65,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
538,靈魂之絆升級：米卡尼寇斯,米卡尼寇斯的第6排靈印受到強化。,解鎖米卡尼寇斯的靈魂之絆特長,1,77,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
539,,你會獲得記憶幽光，可以用來賦予一位冒險者大量經驗值。,獲得記憶幽光,1,76,0,0,0,186472,0,0,0,0,0,0,0,64445,0
540,靈魂之絆升級：克蕾雅,克蕾雅的第5排靈印受到強化。,解鎖克蕾雅的靈魂之絆特長,1,75,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
541,靈魂之絆升級：米卡尼寇斯,米卡尼寇斯的第5排靈印受到強化。,解鎖米卡尼寇斯的靈魂之絆特長,1,74,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
542,,你與琪瑞安的連結強化了，移動速度提高1%。,提高移動速度,1,59,0,0,1,0,354257,0,0,0,0,0,0,64146,0
543,靈魂之絆升級：佩拉苟斯,佩拉苟斯的第5排靈印受到強化。,解鎖佩拉苟斯的靈魂之絆特長,1,73,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
544,靈魂之絆升級：佩拉苟斯,佩拉苟斯的第4排靈印受到強化。,解鎖佩拉苟斯的靈魂之絆特長,1,72,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
545,靈魂之絆升級：米卡尼寇斯,米卡尼寇斯的第4排靈印受到強化。,解鎖米卡尼寇斯的靈魂之絆特長,1,71,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
546,,,解鎖頭銜,1,80,3641395,1,0,0,0,0,0,0,702,0,0,64508,0
547,靈魂之絆升級：克蕾雅,克蕾雅的第6排靈印受到強化。,解鎖克蕾雅的靈魂之絆特長,1,79,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
548,靈魂之絆升級：佩拉苟斯,佩拉苟斯的第6排靈印受到強化。,解鎖佩拉苟斯的靈魂之絆特長,1,78,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
549,無積分PvP裝備物品等級,琪瑞安會跟奧睿博司的佐商集團取得進展，讓你能夠將第2季的非積分PvP裝備升至等級5。,可提高非積分PvP物品等級上限,1,43,1713483,0,1,0,0,0,0,0,0,0,0,0,91854
550,無積分PvP裝備物品等級,死靈領主會與奧睿博司的佐商集團貿易，讓你將無積分PvP裝備升級至等級5。,可提高非積分PvP物品等級上限,4,43,1713483,0,1,0,0,0,0,0,0,0,0,0,91854
551,無積分PvP裝備物品等級,暗夜妖精會跟奧睿博司的佐商集團取得進展，讓你能夠將第2季的非積分PvP裝備升至等級5。,可提高非積分PvP物品等級上限,3,43,1713483,0,1,0,0,0,0,0,0,0,0,0,91854
552,無積分PvP裝備物品等級,汎希爾會跟奧睿博司的佐商集團取得進展，讓你能夠將第2季的非積分PvP裝備升至等級5。,可提高非積分PvP物品等級上限,2,43,1713483,0,1,0,0,0,0,0,0,0,0,0,91854
553,,此坐騎將開放從名望軍需官購買。,解鎖新坐騎,1,70,0,0,1,0,0,1494,0,0,0,0,0,0,0
554,,此坐騎將開放從名望軍需官購買。,解鎖新坐騎,4,70,0,0,1,0,0,1496,0,0,0,0,0,0,0
555,,此坐騎將開放從名望軍需官購買。,解鎖新坐騎,3,70,0,0,1,0,0,1485,0,0,0,0,0,0,0
556,,此坐騎將開放從名望軍需官購買。,解鎖新坐騎,2,70,0,0,1,0,0,1489,0,0,0,0,0,0,0
557,,你會取得這個套裝。,取得新的外觀,1,60,0,0,0,0,0,0,0,2208,0,0,0,64372,0
558,,你會取得這個套裝。,取得新的外觀,4,60,0,0,0,0,0,0,0,2212,0,0,0,64373,0
559,,你會取得這個套裝。,取得新的外觀,3,60,0,0,0,0,0,0,0,2205,0,0,0,64374,0
560,,你會取得這個套裝。,取得新的外觀,2,60,0,0,0,0,0,0,0,2214,0,0,0,64375,0
561,,,解鎖新的外觀,3,77,0,0,1,0,0,0,0,2202,0,0,0,0,0
562,,,解鎖新的外觀,1,77,0,0,1,0,0,0,0,2209,0,0,0,0,0
563,,,解鎖新的外觀,4,77,0,0,1,0,0,0,0,2211,0,0,0,0,0
564,,,解鎖新的外觀,2,77,0,0,1,0,0,0,0,2217,0,0,0,0,0
565,,,獲得新的取回的記憶,1,48,0,0,1,186566,0,0,0,0,0,0,0,64378,40073
566,,,獲得新的取回的記憶,1,48,0,0,1,187111,0,0,0,0,0,0,0,64379,42788
567,,,獲得新的取回的記憶,1,48,0,0,1,186673,0,0,0,0,0,0,0,64395,42789
568,,,獲得新的取回的記憶,1,48,0,0,1,187229,0,0,0,0,0,0,0,64392,42790
569,,,獲得新的取回的記憶,1,48,0,0,1,186591,0,0,0,0,0,0,0,64386,39985
570,,,獲得新的取回的記憶,1,48,0,0,1,187237,0,0,0,0,0,0,0,64413,42791
571,,,獲得新的取回的記憶,1,48,0,0,1,187106,0,0,0,0,0,0,0,64417,42792
572,,,獲得新的取回的記憶,1,48,0,0,1,187163,0,0,0,0,0,0,0,64405,39986
573,,,獲得新的取回的記憶,1,48,0,0,1,186775,0,0,0,0,0,0,0,64396,42230
574,,,獲得新的取回的記憶,1,48,0,0,1,187259,0,0,0,0,0,0,0,64409,42793
575,,,獲得新的取回的記憶,1,48,0,0,1,187225,0,0,0,0,0,0,0,64412,39987
576,,,獲得新的取回的記憶,1,48,0,0,1,187511,0,0,0,0,0,0,0,64418,42794
577,,,獲得新的取回的記憶,4,48,0,0,1,186568,0,0,0,0,0,0,0,64404,40073
578,,,獲得新的取回的記憶,4,48,0,0,1,187118,0,0,0,0,0,0,0,64424,42788
579,,,獲得新的取回的記憶,4,48,0,0,1,186577,0,0,0,0,0,0,0,64425,42789
580,,,獲得新的取回的記憶,4,48,0,0,1,187230,0,0,0,0,0,0,0,64393,42790
581,,,獲得新的取回的記憶,4,48,0,0,1,186621,0,0,0,0,0,0,0,64391,39985
582,,,獲得新的取回的記憶,4,48,0,0,1,187217,0,0,0,0,0,0,0,64398,42791
583,,,獲得新的取回的記憶,4,48,0,0,1,187107,0,0,0,0,0,0,0,64399,42792
584,,,獲得新的取回的記憶,4,48,0,0,1,187160,0,0,0,0,0,0,0,64414,39986
585,,,獲得新的取回的記憶,4,48,0,0,1,186712,0,0,0,0,0,0,0,64383,42230
586,,,獲得新的取回的記憶,4,48,0,0,1,186689,0,0,0,0,0,0,0,64384,42793
587,,,獲得新的取回的記憶,4,48,0,0,1,187226,0,0,0,0,0,0,0,64420,39987
588,,,獲得新的取回的記憶,4,48,0,0,1,186570,0,0,0,0,0,0,0,64421,42794
589,,,獲得新的取回的記憶,3,48,0,0,1,186565,0,0,0,0,0,0,0,64406,40073
590,,,獲得新的取回的記憶,3,48,0,0,1,187109,0,0,0,0,0,0,0,64385,42788
591,,,獲得新的取回的記憶,3,48,0,0,1,186687,0,0,0,0,0,0,0,64397,42789
592,,,獲得新的取回的記憶,3,48,0,0,1,187231,0,0,0,0,0,0,0,64388,42790
593,,,獲得新的取回的記憶,3,48,0,0,1,187280,0,0,0,0,0,0,0,64403,39985
594,,,獲得新的取回的記憶,3,48,0,0,1,187258,0,0,0,0,0,0,0,64380,42791
595,,,獲得新的取回的記憶,3,48,0,0,1,187132,0,0,0,0,0,0,0,64382,42792
596,,,獲得新的取回的記憶,3,48,0,0,1,187161,0,0,0,0,0,0,0,64408,39986
597,,,獲得新的取回的記憶,3,48,0,0,1,186676,0,0,0,0,0,0,0,64401,42230
598,,,獲得新的取回的記憶,3,48,0,0,1,187223,0,0,0,0,0,0,0,64416,42793
599,,,獲得新的取回的記憶,3,48,0,0,1,187227,0,0,0,0,0,0,0,64402,39987
600,,,獲得新的取回的記憶,3,48,0,0,1,186576,0,0,0,0,0,0,0,64423,42794
601,,,獲得新的取回的記憶,2,48,0,0,1,186567,0,0,0,0,0,0,0,64381,40073
602,,,獲得新的取回的記憶,2,48,0,0,1,187105,0,0,0,0,0,0,0,64394,42788
603,,,獲得新的取回的記憶,2,48,0,0,1,186609,0,0,0,0,0,0,0,64389,42789
604,,,獲得新的取回的記憶,2,48,0,0,1,187232,0,0,0,0,0,0,0,64419,42790
605,,,獲得新的取回的記憶,2,48,0,0,1,186635,0,0,0,0,0,0,0,64390,39985
606,,,獲得新的取回的記憶,2,48,0,0,1,187277,0,0,0,0,0,0,0,64387,42791
607,,,獲得新的取回的記憶,2,48,0,0,1,187127,0,0,0,0,0,0,0,64400,42792
608,,,獲得新的取回的記憶,2,48,0,0,1,187162,0,0,0,0,0,0,0,64410,39986
609,,,獲得新的取回的記憶,2,48,0,0,1,186710,0,0,0,0,0,0,0,64411,42230
610,,,獲得新的取回的記憶,2,48,0,0,1,187224,0,0,0,0,0,0,0,64415,42793
611,,,獲得新的取回的記憶,2,48,0,0,1,187228,0,0,0,0,0,0,0,64422,39987
612,,,獲得新的取回的記憶,2,48,0,0,1,186572,0,0,0,0,0,0,0,64407,42794
613,,,解鎖新的外觀,2,64,0,0,1,0,0,0,0,2221,0,0,0,0,0
614,,,解鎖新的外觀,2,74,0,0,1,0,0,0,0,2218,0,0,0,0,0
615,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,1,75,236668,0,1,0,0,0,0,0,0,0,0,64069,92127
616,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,4,75,236668,0,1,0,0,0,0,0,0,0,0,64069,92127
617,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,3,75,236668,0,1,0,0,0,0,0,0,0,0,64069,92127
618,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,2,75,236668,0,1,0,0,0,0,0,0,0,0,64069,92127
619,靈魂之絆升級：米卡尼寇斯,解鎖米卡尼寇斯第9排的靈魂之絆特長。,解鎖米卡尼寇斯的靈魂之絆特長,1,41,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
620,靈魂之絆升級：佩拉苟斯,解鎖佩拉苟斯第10排的靈魂之絆特長。,解鎖佩拉苟斯的靈魂之絆特長,1,46,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
621,在莫魯克半人馬之中,與雍亞拉平原上的莫魯克半人馬聯手。,解鎖莫魯克半人馬名望,12,1,3012071,8,0,0,0,0,0,0,0,0,0,0,0
622,半人馬狩獵戰利品,你能夠從獨特野獸和寶藏中發現半人馬狩獵戰利品，提高你在莫魯克半人馬中的地位。,莫魯克聲望寶藏已解鎖,12,2,2101975,8,0,0,0,0,0,0,0,0,0,0,0
623,半人馬家用品,你可以向莫魯凱的軍需官胡森取得莫魯克煮菜鍋、非常舒適的毛皮和舒適的毛皮堆等玩具。,半人馬玩具已解鎖,12,3,133778,8,0,0,0,0,0,0,0,0,0,0,0
624,平原的呼喚,無論艾拉格遊牧者在哪裡紮營，他們都歡迎你來到他們的營地。,半人馬牧民已解鎖,12,4,132328,10,0,0,0,0,0,0,0,0,0,0,0
625,狩獵的呼喚II,與莫魯克半人馬一同狩獵時，你可以雇用一個夥伴(在莫魯凱的訓練師弗羅尊那邊選擇)。,狩獵夥伴已解鎖,12,9,461122,8,0,0,0,0,0,0,0,0,0,0,0
626,龍鱗遠征隊,你和龍鱗遠征隊一起開始冒險了！,解鎖龍鱗遠征隊名望,13,1,4553783,8,0,0,0,0,0,0,0,0,0,0,0
627,遠征隊斥候包,你可以在巨龍群島各地找到遠征隊斥候包。和龍鱗基地的探路者傑布交談，獲得更多資訊。,遠征隊斥候包寶藏已解鎖,13,2,130716,8,0,0,0,0,0,0,0,0,0,0,0
628,遠征隊攀爬者,解鎖巨龍群島的攀岩挑戰。龍鱗基地的南納斯博士會協助你入門。(需要解鎖世界任務),攀爬世界任務已解鎖,13,6,1119937,10,0,0,0,0,0,0,0,0,0,0,0
629,遠古傳送門II,到龍鱗基地山丘上方的晶紅鱗哨站找塞林‧暗砧，設法啟用第三道遠古傳送門。,額外傳送門節點已解鎖,13,8,4578411,8,0,0,0,0,0,0,0,0,0,0,0
630,簡易遠征隊工具,在龍鱗基地向雷亞娜取得裝飾用的武器外觀，像是挖掘者之槌、挖掘者之拳、挖掘者鑿子和挖掘者泥鏟。,遠征隊工具外觀已解鎖,13,3,133054,8,0,0,0,0,0,0,0,0,0,0,0
631,遠征隊裝備I,向龍鱗基地的探路者傑布取得一雙實戰用遠征隊手套(物品等級376)。,手套護甲已解鎖,13,12,4291725,8,0,0,0,0,0,0,0,0,0,0,0
632,魔法寶箱,你可以在巨龍群島的洞穴和廢墟中找到魔法寶箱。和龍鱗基地的雷亞娜交談，了解詳細資訊。,魔法寶箱已解鎖,13,16,2201832,8,0,0,0,0,0,0,0,0,0,0,0
635,遠古傳送門III,到龍鱗基地山丘上方的晶紅鱗哨站找塞林‧暗砧，設法啟用第四道遠古傳送門。,額外傳送門節點已解鎖,13,10,4578411,8,0,0,0,0,0,0,0,0,0,0,0
636,記錄遠征,解鎖巨龍群島各地的紀錄遠征活動。龍鱗基地的南納斯博士會協助你入門。(需要解鎖世界任務),編目世界任務已解鎖,13,8,1109101,10,0,0,0,0,0,0,0,0,0,0,0
637,被掩埋的珍寶,你可以使用遠征隊鏟子尋找並挖掘翻過的土堆，鏟子可在龍鱗基地向探路者傑布購買。,翻過的土寶藏已解鎖,13,5,2201832,8,0,0,0,0,0,0,0,0,0,0,0
639,遠征隊鍛造,你可以向龍鱗基地的瑪果爾老大取得設計圖：耐用鏟。,鍛造設計圖已解鎖,13,5,1392955,8,0,0,0,0,0,0,0,0,0,0,96828
640,額外補給品,你有25%的機率從巨龍群島的寶箱中獲得額外的巨龍群島補給品。,額外補給品已解鎖,13,10,1397630,8,0,0,0,0,0,0,0,0,0,0,0
641,尋路者的羅盤,向龍鱗基地的探路者傑布領取尋路者的羅盤玩具。,玩具已解鎖,13,9,4635197,8,0,0,0,0,0,0,0,0,0,0,0
643,動物專家,你可以向龍鱗基地的鬍鬚爺爺取得灰色狨猴或黑色飛掠蟲戰寵。,寵物已解鎖,13,11,2991181,8,0,0,0,0,0,0,0,0,0,0,0
644,遠征隊銘文學III,你可以向龍鱗基地的瑪果爾老大取得技藝：幻象羊皮紙：熔岩飛彈。,銘文學技藝已解鎖,13,21,134942,8,0,0,0,0,0,0,0,0,0,0,96832
646,遠征隊珠寶設計I,你可以向龍鱗基地的瑪果爾老大取得設計圖：輻光的瑪里藍鑽、設計圖：充能的瑪里藍鑽、設計圖：專家的奈薩里黑晶和設計圖：鋒利的奈薩里黑晶。,珠寶設計圖已解鎖,13,9,1500870,8,0,0,0,0,0,0,0,0,0,0,96833
647,遠征隊珠寶設計II,你可以向龍鱗基地的瑪果爾老大取得設計圖：大地守護者塑像和設計圖：生命守縛者塑像。,珠寶設計圖已解鎖,13,13,1500870,8,0,0,0,0,0,0,0,0,0,0,96833
649,龍鱗遠征隊套裝,你可以向龍鱗遠征隊基地的探路者傑布取得裝飾用龍鱗遠征隊套裝。,遠征隊套裝已解鎖,13,14,4291724,8,0,0,0,0,0,0,0,0,0,0,0
650,呱呱E型呱呱調節器,你可以向龍鱗基地的探路者傑布取得呱呱E型聲音調節器，這是呱呱E型機械夥伴的重要元件。,寵物材料已解鎖,13,21,4048816,8,0,0,0,0,0,0,0,0,0,0,0
652,遠古傳送門IV,到龍鱗基地山丘上方的晶紅鱗哨站找塞林‧暗砧，設法啟用第五道遠古傳送門。,額外傳送門節點已解鎖,13,15,4578411,8,0,0,0,0,0,0,0,0,0,0,0
653,遠征隊裁縫I,你可以向龍鱗基地的瑪果爾老大取得圖樣：大師的荒紋布釣魚帽、圖樣：大師的荒紋布主廚帽、圖樣：探險者的草藥學旌旗和圖樣：探險者的地質旌旗。,裁縫圖樣已解鎖,13,15,4549162,8,0,0,0,0,0,0,0,0,0,0,96826
654,遠征隊裁縫II,你可以向龍鱗基地的瑪果爾老大取得圖樣：涼感坐墊和圖樣：龍鱗遠征隊的遠征帳篷。,裁縫圖樣已解鎖,13,17,1392955,8,0,0,0,0,0,0,0,0,0,0,96826
655,舒服地做研究,你可以向龍鱗基地的雷亞娜取得柔軟的紫色枕頭、扁扁的聖匣枕頭和小型三角枕頭等玩具。,枕頭玩具已解鎖,13,17,1392559,8,0,0,0,0,0,0,0,0,0,0,0
656,炸藥考古學,你可以向龍鱗基地的探路者傑布取得遠征隊炸藥。,戶外消耗品已解鎖,13,20,133713,8,0,0,0,0,0,0,0,0,0,0,0
658,遠古傳送門V,到龍鱗基地山丘上方的晶紅鱗哨站找塞林‧暗砧，設法啟用第六道遠古傳送門。,額外傳送門節點已解鎖,13,17,4578411,8,0,0,0,0,0,0,0,0,0,0,0
659,額外補給品II,你將有額外25%的機率從寶箱中獲得額外的巨龍群島補給品，總計可達50%。,額外補給品已解鎖,13,18,1397630,8,0,0,0,0,0,0,0,0,0,0,0
661,遠征隊裁縫III,你可以向龍鱗基地的瑪果爾老大取得圖樣：藍織布遠征隊背包。,裁縫圖樣已解鎖,13,19,4549162,8,0,0,0,0,0,0,0,0,0,0,96826
663,遠古傳送門VI,到龍鱗基地山丘上方的晶紅鱗哨站找塞林‧暗砧，設法啟用第七道遠古傳送門。,額外傳送門節點已解鎖,13,20,4578411,8,0,0,0,0,0,0,0,0,0,0,0
664,遠征隊銘文學II,你可以向龍鱗基地的瑪果爾老大取得技藝：龍鱗遠征隊合約。,銘文學技藝已解鎖,13,19,4549174,8,0,0,0,0,0,0,0,0,0,0,96832
665,龍鱗遠征隊外袍,你可以找龍鱗基地的編目員潔可思解鎖龍鱗遠征隊外袍。,外袍外觀已解鎖,13,19,514262,8,0,0,0,0,0,0,0,0,0,0,0
669,遠古傳送門VII,到龍鱗基地山丘上方的晶紅鱗哨站找塞林‧暗砧，設法啟用第八道遠古傳送門。,額外傳送門節點已解鎖,13,23,4578411,8,0,0,0,0,0,0,0,0,0,0,0
670,騎乘掠蜻蜓,你可以向龍鱗基地的鬍鬚爺爺取得兩個掠蜻蜓坐騎(被馴服的掠蜻蜓、蒼藍掠蜻蜓)。,解鎖掠蜻蜓坐騎,13,25,3995641,8,0,0,0,0,0,0,0,0,0,0,0
673,飛龍觀察者手稿I,透過龍鱗基地的雷亞娜，可為再生元龍獲得四份新的飛龍觀察者手稿(眉毛有脊刺、鬃毛冠、尖刺下顎、棕色毛髮)。,新的飛龍觀察者手稿已解鎖,13,9,4622499,8,0,0,0,0,0,0,0,0,0,0,0
674,遠征隊工程學I,你可以向龍鱗基地的瑪果爾老大取得結構圖：重力移轉裝置和結構圖：洪荒裂解炸藥。,工程學結構圖已解鎖,13,9,1392955,8,0,0,0,0,0,0,0,0,0,0,96829
675,遠征隊珠寶設計III,你可以向龍鱗基地的瑪果爾老大取得設計圖：華麗邊緣放大鏡。,珠寶設計圖已解鎖,13,15,1500870,8,0,0,0,0,0,0,0,0,0,0,96833
676,遠征隊工程學II,你可以向龍鱗基地的瑪果爾老大取得結構圖：無底泥濘礦石背袋和結構圖：彈簧式卡茲格羅岩裁剪刀。,工程學結構圖已解鎖,13,15,1392955,8,0,0,0,0,0,0,0,0,0,0,96829
677,遠征隊銘文學I,你可以向龍鱗基地的瑪果爾老大取得技藝：再生元龍：冠上有脊刺手稿。,銘文學技藝已解鎖,13,15,4549162,8,0,0,0,0,0,0,0,0,0,0,96832
678,飛龍觀察者手稿II,透過龍鱗基地的雷亞娜，可為再生元龍獲得四份新的飛龍觀察者手稿(尖刺槌尾、蜿蜒犄角、追獵者斑紋、尖刺彎眉)。,新的飛龍觀察者手稿已解鎖,13,15,4622499,8,0,0,0,0,0,0,0,0,0,0,0
679,飛龍觀察者手稿III,你可以找龍鱗基地的雷亞娜，替你的烈風迅疾龍、高地飛龍和峭壁荒野飛龍取得三種全新飛龍觀察者手稿，其可提供紅鱗外觀。,新的飛龍觀察者手稿已解鎖,13,22,4622499,8,0,0,0,0,0,0,0,0,0,0,0
680,遠征隊工程學III,你可以向龍鱗基地的瑪果爾老大取得結構圖：呱呱E型。,工程學結構圖已解鎖,13,21,4048816,8,0,0,0,0,0,0,0,0,0,0,96829
